web-scraper-order,web-scraper-start-url,pagination,pagination-href,pr_url,pr_url-href,title,body,date,issues,transcript
"1528294906-324","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=22","Walker, Adams Tour FedEx Ground Hub in Kernersville","https://walker.house.gov/media-center/press-releases/walker-adams-tour-fedex-ground-hub-kernersville","Walker, Adams Tour FedEx Ground Hub in Kernersville","GREENSBORO, NC â€“ U.S. Representative Mark Walker (NC-06) and U.S. Representative Alma Adams (NC-12) toured the FedEx Ground hub in Kernersville, North Carolina yesterday. The joint visit included a tour of their recently expanded facilities and a meeting with FedEx employees.","July 1, 2015","Jobs and Economic Growth",""
"1528294870-304","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=20","Walker Introduces Bill to Protect Seniors","https://walker.house.gov/media-center/press-releases/walker-introduces-bill-protect-seniors","Walker Introduces Bill to Protect Seniors","WASHINGTON, DC â€“ U.S. Representative Mark Walker (NC-06) today introduced the Nursing Home Accountability Act, a bill aimed at protecting seniors by linking the quality ratings of nursing homes to their eligibility for federally-insured loans.","October 21, 2015","Health Care","null"
"1528294947-352","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=24","Walker Votes to Uphold the Constitution","https://walker.house.gov/media-center/press-releases/walker-votes-uphold-constitution","Walker Votes to Uphold the Constitution","WASHINGTON, DC â€“ U.S. Representative Mark Walker (NC-06) issued the following statement on the U.S. House of Representatives passage of the Senateâ€™s Department of Homeland Security (DHS) funding bill.  Rep. Walker voted against H.R. 240, the Department of Homeland Security Appropriations Act as it failed to address President Obamaâ€™s unlawful executive amnesty plan. Earlier today, Rep. Walker also voted in favor of a motion offered by Rep. Thomas Massie (R-KY) to table consideration of the Senateâ€™s DHS bill.","March 3, 2015","Security","I want to thank the 167 Members that stood their ground and voted to defend the Houseâ€™s bill to block the Presidentâ€™s illegal executive actions.  Despite the best efforts of the House, too many Members were willing to sacrifice the provisions defunding the Presidentâ€™s executive actions in order to keep the Department of Homeland Security open.  While I donâ€™t agree with their decision, I can understand the concern many Members have voiced regarding the security threat posed by closing or compromising DHS at this critical hour."
"1528294579-129","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=8","Walker Votes To End Wall Street Bailouts And Strengthen Community Banks, Supports The Financial CHOICE Act","https://walker.house.gov/media-center/press-releases/walker-votes-end-wall-street-bailouts-and-strengthen-community-banks","Walker Votes To End Wall Street Bailouts And Strengthen Community Banks, Supports The Financial CHOICE Act","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today voted to end taxpayer bailouts of financial institutions by supporting H.R. 10, the Financial CHOICE Act of 2017 – which passed the House of Representatives by a vote of 233 to 186.


	“When I talk to the people of North Carolina, a common sentiment I hear is the American Dream is fading,"" Walker said. ""This concern becomes reality driving on Front St. in Burlington or Steele St. in Sanford, observing the vanished local banks that used to serve as the epicenter of growth for our community. Burdening regulations have diminished the backbone of our local economy and the true cost can only be measured in small businesses not started, workers not hired and dreams not filled. With our vote on the Financial CHOICE Act, we can start to reverse course and upend the country’s historically slow economic recovery, while placing the stiffest penalties in history on Wall Street abuse.”


	In 2010 (the year the Dodd–Frank Wall Street Reform and Consumer Protection Act was signed into law), North Carolina's 6th District's housed nine community banks including CommunityOne Bank in Asheboro, NewBridge Bank in Greensboro, and Mid-Carolina Bank in Burlington. Today, that number is only two as Dodd-Frank regulations have forced closures and mergers across North Carolina. In fact, community banks are closing at a national rate of one per day. Meanwhile, the five largest banks in the country have grown their domestic assets by more than 40 percent during the same time. 


	Instead of fixing the causes at the center of the 2008 financial crisis, the 2,300-plus page Dodd-Frank bill codified into law “too big to fail” and taxpayer-funded bailouts. And instead of being tough on Wall Street, it put many local banks out of business because they did not have the resources to navigate the expansive and costly regulations. The effect has been seen in communities nationwide.  


	Dodd-Frank has also been noted as a major cause of our ongoing economic recovery – which is the slowest and weakest in 70 years. 

The Financial CHOICE Act reins in Dodd-Frank and gives local banks and small businesses an opportunity for success. The bill would protect taxpayers from paying for more Wall Street bailouts, forcing failing banks and financial institutions to go through bankruptcy like any other company.


	The Financial CHOICE Act also holds Wall Street accountable by imposing the toughest penalties for financial fraud in history. Additionally, the bill cuts the deficit by $33.6 billion over 10 years. 


	Small, community banks account for 54 percent of small business loans across the country. Small businesses make up 64 percent of net new private sector jobs.  By empowering community banks, the Financial CHOICE Act will help grow jobs and the economy in North Carolina.","June 8, 2017","Accountability","null"
"1528294464-51","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=3","Walker and Sen. Lankford Co-Host Event Honoring Creation of Black History Museum with Vice President Pence","https://walker.house.gov/media-center/press-releases/walker-and-sen-lankford-co-host-event-honoring-creation-black-history","Walker and Sen. Lankford Co-Host Event Honoring Creation of Black History Museum with Vice President Pence","(Pictured above, left to right: Sen. Joni Ernst (R-Iowa), Walker, Watts, Lankford, Cole James)","February 13, 2018","","""This museum is a powerful and moving presentation that tells the American story of struggle, perseverance, and faith,"" Walker said. ""It does an amazing job of acknowledging the hardships as well as the many contributions African-Americans have made to our nation and vividly captures some of our most pivotal moments in a way that moves your heart in incredible ways. We are well-served by the work of former Members of Congress J.C. Watts and Sam Brownback, as well as the numerous individuals who worked hard to make this compelling testimony a reality."""
"1528294540-105","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=6","Walker on IRS Commissioner Term Ending: Hope ""His Head is Not Held High""","https://walker.house.gov/media-center/press-releases/walker-irs-commissioner-term-ending-hope-his-head-not-held-high","Walker on IRS Commissioner Term Ending: Hope ""His Head is Not Held High""","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today released the following statement after President Trump announced he intends to designate Assistant Secretary for Tax Policy David Kautter as Acting Commissioner of the Internal Revenue Service:","October 27, 2017","Tax Reform","null"
"1528294781-243","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=16","Walker, J.C. Watts Talk Poverty During Triad Visit","https://walker.house.gov/media-center/press-releases/walker-jc-watts-talk-poverty-during-triad-visit","Walker, J.C. Watts Talk Poverty During Triad Visit","GREENSBORO, N.C. –U.S. Representative Mark Walker (NC-06) and former U.S. Representative J.C. Watts met Monday with charitable, civic, and faith-based organizations in the Piedmont-Triad. The purpose of their visit was to discuss the issues surrounding poverty (hunger, homelessness, food deserts, etc.) and how to tackle such issues.","April 12, 2016","Health Care","Watts is a graduate of the University of Oklahoma where he was an All-American quarterback for the Oklahoma Sooners. From 1981-86, Watts started for Ottawa and Toronto in the Canadian Football League."
"1528294594-140","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=8","Walker Honors Honors Victory Junction Volunteer Larry Wagner as August Community Hero of the Month","https://walker.house.gov/media-center/press-releases/walker-honors-honors-victory-junction-volunteer-larry-wagner-august","Walker Honors Honors Victory Junction Volunteer Larry Wagner as August Community Hero of the Month","RANDLEMAN, N.C. – U.S. Representative Mark Walker (R-N.C.) on Tuesday honored Randolph County's Larry Wagner as the Sixth District Community Hero of the Month for August 2017 at Victory Junction camp in Randleman, N.C.

Each month, Walker awards a constituent, business, or organization in his district for displaying extraordinary acts of service and for making a difference in the lives around them.


	Larry Wagner has been the volunteer Archery Instructor at Victory Junction Camp since 2005. Victory Junction is a camp that enriches the lives of children with chronic medical conditions and serious illnesses by providing life-changing camp experiences. When Mr. Wagner began volunteering at Victory Junction, he found a place that included three of his passions:  archery, kids, and volunteering. Over the past twelve years, Mr. Wagner has built the archery program that has inspired countless children to participate in the sport of archery, and he has developed special bows to accommodate children in wheelchairs. His creativity is a model for other camps, even as far away as Australia. One of Mr. Wagner’s former campers, Kyla, now shoots for her school’s archery team and has placed 3rd in Special Olympics.   

	 

	""It is my privilege to honor a man who has given so much and been a source of hope and joy for so many children and families,"" Walker said. ""Larry Wagner has the unique ability to help children reach their full potential in a sport that many would think impossible for them to achieve. He sees opportunity where others see limitations. It is individuals like Larry—the “unsung heroes” of our community—who should inspire us all to invest more in the lives of others.""  

	 

	Wagner was presented with a certificate and a flag flown over the U.S. Capitol.

The above image shows Walker and Wagner together at the presentation. The images below are also from Victory Junction with the bottom image showing (from left to right): Walker, Victory Junction Chief Development Officer Mark Schumaker, Wagner, and Victory Junction President and CEO Chad Coltrane.","August 2, 2017","","null"
"1528294937-345","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=23","Walker Hosts People’s Night: Standing for a Citizen-Ruled Government","https://walker.house.gov/media-center/press-releases/walker-hosts-people-s-night-standing-citizen-ruled-government","Walker Hosts People’s Night: Standing for a Citizen-Ruled Government","WASHINGTON, DC â€“ Last night, U.S. Representative Mark Walker (NC-06) convened the first-ever Peopleâ€™s Night on government accountability.  Peopleâ€™s Night is a series Rep. Walker is leading of hour-long sessions on the U.S. House of Representatives floor for Members of Congress to address the frustrations and concerns he and his colleagues hear from constituents.","June 16, 2015","","Joining Walker on the House floor was Committee on Oversight and Government Reform Chairman Jason Chaffetz (UT-03), Representative Richard Hudson (NC-08), Representative Ron DeSantis (FL-06), Representative Dave Brat (VA-07), Representative Ken Buck (CO-04), Representative Mark Meadows (NC-11), Representative Mick Mulvaney (SC-05) and Representative John Ratcliffe (TX-04)."
"1528294602-143","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=9","Walker, Sen. Tim Scott Call for Continued Support for Pell Grants","https://walker.house.gov/media-center/press-releases/walker-sen-tim-scott-call-continued-support-pell-grants","Walker, Sen. Tim Scott Call for Continued Support for Pell Grants","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) and U.S. Senator Tim Scott (R-S.C.) last week reached out to the Senate and House Appropriations Committees to ask for their support in maintaining the federal Pell Grant program, and to help establish year-round access to Pell Grants.


	In a letter, Walker and Scott wrote, “The Pell Grant is a vital resource for expanding access and affordability to higher education for some of America’s most vulnerable and non-traditional students. In AY2013-2014, roughly 83% of Pell Grant recipients came from a household earning $30,000 or less annually…. Access to Pell Grants is particularly important to students attending Historically Black Colleges (HBCUs) and other Minority Serving Institutions (MSI’s). Around 70% of students attending an HBCU in 2017 will do so using a Pell Grant…”

You can read the full letter here.","May 2, 2017","Education and Opportunity","null"
"1528294676-184","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=12","Walker Honors WWII Veteran From Eden","https://walker.house.gov/media-center/press-releases/walker-honors-wwii-veteran-eden","Walker Honors WWII Veteran From Eden","WENTWORTH, N.C. – U.S. Representative Mark Walker (NC-06) presented Mr. Harry Lawson, a World War II veteran from Eden, N.C., a flag flown above the U.S. Capitol Building in his honor. The small ceremony of Lawson’s family and friends was held Friday, December 9th at the Rockingham County Economic Development Center in Wentworth.","December 15, 2016","","You can read more about Mr. Lawson here and see pictures from the event below."
"1528294467-52","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=3","Walker on Oversight Committee Investigation On Rob Porter: ""Any Man Who Abuses a Woman or Exhibits Abusive Behavior Should Not Be in Public Service""","https://walker.house.gov/media-center/press-releases/walker-oversight-committee-investigation-rob-porter-any-man-who-abuses","Walker on Oversight Committee Investigation On Rob Porter: ""Any Man Who Abuses a Woman or Exhibits Abusive Behavior Should Not Be in Public Service""","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today released the following statement after U.S. Representative Trey Gowdy (R-S.C.) announced a House Committee on Oversight and Government Reform investigation into the employment of White House staffer Rob Porter:

“Any man who abuses a woman or exhibits abusive behavior should not be in public service. Having spent years in ministry and offering counseling to survivors, such abuse must be confronted – not protected by friends or people in power. I am proud of my good friend Trey Gowdy as he leads the effort to get answers.”","February 14, 2018","Accountability","null"
"1528294916-330","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=22","Walker votes Against Short-Term Highway Trust Fund Extension","https://walker.house.gov/media-center/press-releases/walker-votes-against-short-term-highway-trust-fund-extension","Walker votes Against Short-Term Highway Trust Fund Extension","WASHINGTON, DC â€“U.S. Representative Mark Walkerâ€™s (NC-06) today voted against the House passage of H.R. 3038, the Highway and Transportation Funding Act of 2015, Part II, which extends federal highway programs through December 2015.","July 15, 2015","Transportation","null"
"1528294827-278","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=18","Walker's Efforts to Repeal Obamacare Successful","https://walker.house.gov/media-center/press-releases/walkers-efforts-repeal-obamacare-successful","Walker's Efforts to Repeal Obamacare Successful","WASHINGTON, DC â€“ U.S. Representative Mark Walker (NC-06) today voted on a budget reconciliation package that repeals Obamacare and defunds Planned Parenthood. This vote comes after months of pressure from Rep. Walker for a repeal vote through the budget reconciliation process and marks the first time both chambers of Congress approve an Obamacare repeal measure.","January 6, 2016","Spending Cuts and Debt",""
"1528294627-162","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=10","Walker Talks CPAC Speech, Obamacare, Party Outreach on Fox News","https://walker.house.gov/media-center/press-releases/walker-talks-cpac-speech-obamacare-party-outreach-fox-news","Walker Talks CPAC Speech, Obamacare, Party Outreach on Fox News","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today joined Elizabeth Prann from America's News Headquarters on Fox News to discuss his Conservative Political Action Conference (CPAC) speech, Republican party outreach, Obamacare replacement, and the 2017 conservative agenda.","February 25, 2017","Jobs and Economic Growth","null"
"1528294791-253","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=17","Walker Efforts Successful, Justice Department Releases Funds","https://walker.house.gov/media-center/press-releases/walker-efforts-successful-justice-department-releases-funds","Walker Efforts Successful, Justice Department Releases Funds","WASHINGTON, DC – U.S. Representative Mark Walker (NC-06) announced today that the U.S. Department of Justice (DOJ) has agreed to release asset forfeiture funds to the Alamance County Sheriff’s Department. The funds had been withheld from the department due to ongoing litigation by the DOJ beginning December 2012.","January 14, 2016","Security","Rep. Walker and Alamance County Sheriff Terry Johnson will hold a joint press conference at the Alamance County Sheriff’s Department on Friday, January 15 at 3:00PM to further discuss this matter."
"1528294485-61","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=4","Walker in The Wall Street Journal: GOP Maps a Road to Nowhere in November","https://walker.house.gov/media-center/press-releases/walker-wall-street-journal-gop-maps-road-nowhere-november","Walker in The Wall Street Journal: GOP Maps a Road to Nowhere in November","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) penned an op-ed for The Wall Street Journal outlining why Congress reviving earmarks would be a foolish decision. 

	 

	""Officially banned in 2011, earmarks give members of Congress the ability to direct federal spending toward specific projects, usually in their own districts,"" Walker wrote. ""When earmarks were allowed and encouraged, bills passed on shady favors and chumminess rather than on their merits. This practice helped produce what we now call the swamp. It wasn’t so long ago that the GOP used a platform of banning earmarks and controlling spending to help ride a major political wave and take control of the House.""

Recent reports note that Congress is considering reviving earmarks. This week the House Committee on Rules will hold two hearings on the issue.

Read the op-ed in its entirety here and below:

GOP Maps a Road to Nowhere in November
The Wall Street Journal

	By Mark Walker

	January 15, 2018


	Despite the constant media portrayal of disarray, 2017 was a productive year for the first unified Republican government in a decade. Not only did we pass a once-in-a-generation tax reform, we repealed ObamaCare’s most onerous and unpopular provision, the individual mandate.


	Democrats should be anxious about heading into midterm elections as Americans reap the benefits of tax reform and deregulation. If Republicans maintain our momentum, we can retain our majorities in the House and Senate. Yet I fear we may be giving Democrats a fighting chance by bringing back a practice that epitomizes swamp-style politics: earmarking.


	Officially banned in 2011, earmarks give members of Congress the ability to direct federal spending toward specific projects, usually in their own districts. Conservatives traditionally oppose such giveaways, but Speaker Paul Ryan said last week that the House will look into reviving the practice. He shouldn’t bow to the demands of members who claim earmarking is a legitimate part of Congress’s power of the purse.


	This bad idea is gaining traction partly because most House Republicans took their seats after the 2011 ban. They have little memory of past abuses like Alaska’s “Bridge to Nowhere.” They never had to endure the meetings where lobbyists pressured them to grovel before the Appropriations Committee for pork. The moniker “cardinals” for subcommittee chairmen is an anachronism; they no longer have unilateral powers to redirect billions in spending on a whim.


	When earmarks were allowed and encouraged, bills passed on shady favors and chumminess rather than on their merits. This practice helped produce what we now call the swamp. It wasn’t so long ago that the GOP used a platform of banning earmarks and controlling spending to help ride a major political wave and take control of the House. This message was a precursor to President Trump’s promise to “drain the swamp” and end a status quo that benefits Washington insiders over ordinary Americans.


	An earmark revival—even as the U.S. courts trillion-dollar deficits—would risk handing Democrats a tool to transform their “resistance” into a political force capable of achieving tea-party-style electoral victories. If Republicans bring back earmarks, you can bet that Democrats plant the blame of every subsequent earmark on Republicans. It’s only a matter of time before there is another politically catastrophic “Bridge to Nowhere.”


	Earmarks also lead to bad policy. I am willing to listen to reform proposals, but historically earmarks have opened the gates to out-of-control spending as members compete with one another to bring home the bacon. The price for every bill tends to rise as members hold their affirmative votes until money for their own pet projects are slipped into legislation. Earmarks for Medicare and Medicaid greased the legislative gears to pass ObamaCare, a bad policy that plagued American families with year after year of premium hikes.


	President Trump recently said he supports bringing back earmarks, apparently hoping it will make legislation easier to pass. But if the political backlash helps Democrats take the House, the legislative agenda will consist simply of impeaching Mr. Trump for whatever the latest controversy is. Democrats likely will abuse the power of Congress to ramp up the Russia investigation and subpoena anyone who ever drank Russian vodka. (For the record, I’d be safe.)


	Instead of looking to tried-and-failed methods of the past, Republicans should keep our focus on fulfilling the promises made by congressional Republicans and the Trump administration to the American people. Reviving earmarks would threaten to bring our party’s momentum to a screeching halt.","January 16, 2018","Accountability","null"
"1528294584-134","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=8","Walker Votes to Reform Department of Veterans Affairs, Hold Federal Bureaucrats Accountable to US Veterans","https://walker.house.gov/media-center/press-releases/walker-votes-reform-department-veterans-affairs-hold-federal-bureaucrats","Walker Votes to Reform Department of Veterans Affairs, Hold Federal Bureaucrats Accountable to US Veterans","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today voted to reform the Department of Veteran Affairs  (VA) to better serve our veterans, to hold those responsible for the misconduct accountable, and to protect whistleblowers with S. 1094 - the Department of Veterans Affairs Accountability and Whistleblower Protection Act – which passed the House of Representatives by a vote of 368 to 55.

“From the beaches of Normandy to the foothills of North Carolina, our veterans have valiantly served our nation and our community,"" Walker said. ""They deserve better than to die on secret VA waiting lists, anticipating the care they were promised when they put their country before themselves. The Veterans Affairs Accountability and Whistleblower Protection Act will reform the VA to better serve our heroes and hold federal bureaucrats accountable for their unacceptable failures in caring for our nation’s veterans. As this bill goes to the President’s desk, another important promise is kept.”

This legislation, having already passed the Senate, now heads to the President's desk to be signed into law.


	In 2014, the country was horrified as news reports came out of the Phoenix VA – and then others across the country – detailing veterans dying on secret VA waiting lists. Records were hidden, cover ups occurred, and federal employees put themselves over the lives of veterans. This was unacceptable and we can't let it happen again. The Department of Veterans Affairs Accountability and Whistleblower Protection Act will allow us to change course and bring accountability and better care to the VA – the care our heroes deserve. 


	There are more than 750,000 veterans living in North Carolina, making up about ten percent of the adult population. Guilford County has the fourth highest veteran population in the state with more than 32,000. Constituents of North Carolina's Sixth Congressional District generally use one of three local VA medical centers in Durham, Fayetteville, or Salisbury.

The Department of Veterans Affairs Accountability and Whistleblower Protection Act is supported by the following veterans organizations:

The American Legion

	“This legislation, as currently written, will provide the Secretary of the Department of Veterans Affairs the authorities to improve accountability and raise employee performance and morale.  We are impressed by the speed by which Congress acted to move this critical legislation forward to the President’s desk in a bipartisan manner. We look forward to this bill becoming law.” –Charles E. Schmidt, National Commander

Concerned Veterans for America

	“For years a toxic culture has plagued the Department of Veterans Affairs, but the VA Accountability and Whistleblower Protection Act will be a meaningful step toward turning the troubled department around. Finally, Secretary Shulkin will be empowered with the authority to quickly remove those who under-perform, neglect patients, or even engage in criminal activity. We believe this historic piece of legislation will help usher in a new era of integrity and accountability at the department entrusted with caring for our heroes. We thank Chairman Roe, Senator Rubio, and concerned citizens across the country who pushed relentlessly to generate support from both sides of the aisle and make this reform a reality.” –Dan Caldwell, Policy Director

Iraq and Afghanistan Veterans of America

	“Given that the scandal in Phoenix alerted the country to the outrageous state of the VA health care system nearly three years ago, this change is long overdue. IAVA applauds the leadership of Majority Leader McCarthy and Chairman Roe to hold a House vote on the Senate-passed bill that will empower the VA to remove bad-acting employees. IAVA and our members have fought relentlessly to give the VA Secretary the tools needed to address workforce accountability and save veterans’ lives, and we are extremely pleased that final passage into law is within reach.” –IAVA Founder and CEO Paul Rieckhoff

Paralyzed Veterans of America

	“No other large healthcare system rivals VA's competence to deliver specialized services at a national level, such as spinal cord injury and disease and polytrauma care, or synthesizes access to healthcare, benefits, support, and peer mentorship better than VA. But what VA needs most right now is the one 'ability' it presently lacks and can no longer be taken for granted — accountability. Whether that means better protecting whistleblowers, shortening the reprimand process, or recouping ill-gotten bonuses and relocation expenses, achieving a state of being answerable to the public, the Congress, and most importantly, veterans, will be dictated by the worst behavior the VA Secretary has to tolerate. This bill will be a major step toward having to tolerate such behavior no more."" –Sherman Gillums, Executive Director

Veterans of Foreign Wars

	“The VFW wants Secretary Shulkin to have the authority to manage his people in a manner expected of all senior executives, public or private. The VFW wants the secretary to weed out the nonperformers and those whose personal conduct brings doubt and dishonor upon thousands of dedicated employees. And the VFW wants this bill passed into law, because maintaining the status quo doesn’t work for those who have borne the battle.” –VFW National Commander Brian Duffy

Vietnam Veterans of America

	“Vietnam Veterans of America has been advocating strongly for much greater accountability from VA management since our founding in 1978. We have done so in public statements and countless testimonies on Capitol Hill. This statute is a real milestone in that journey; a journey that at times seemed to be a very lonely effort. We are gratified to see this day.” –John Rowan, VVA National President","June 13, 2017","Veterans","null"
"1528294879-309","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=21","Watch:Walker Joins Oversight Committee Members in Calling for IRS Commissioner Koskinen's Removal","https://walker.house.gov/media-center/press-releases/watch-walker-joins-oversight-committee-members-calling-irs-commissioner","Watch:Walker Joins Oversight Committee Members in Calling for IRS Commissioner Koskinen's Removal","WASHINGTON, DC â€“In a press conference yesterday, U.S. Representative Mark Walker (NC-06), Chairman Chaffetz and 18 other members of the House Oversight and Government Reform Committee demanded the President remove Internal Revenue Service (IRS) Commissioner John Koskinen from office.","July 28, 2015","Accountability","In a letter to President Obama, the Committee outlined the findings, thus far, of its investigation into the IRS targeting scandal. The letter explains and provides evidence of the violations on the part of the IRS and Commissioner Koskinen in properly complying with both a congressional subpoena and its own internal preservation order. The Committee also released a video on the IRS targeting investigation."
"1528294529-91","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=6","Walker Supports Budget that Balances in 10 Years, Paves the Way for Tax Reform; House Votes on Republican Study Committee Budget","https://walker.house.gov/media-center/press-releases/walker-supports-budget-balances-10-years-paves-way-tax-reform-house","Walker Supports Budget that Balances in 10 Years, Paves the Way for Tax Reform; House Votes on Republican Study Committee Budget","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today released the following statement after the U.S. House of Representative passed H.Con.Res. 71, the Establishing the congressional budget for the United States Government for fiscal year 2018 and setting forth the appropriate budgetary levels for fiscal years 2019 through 2027, in a 219-206 vote:

""20.2 trillion. Our national debt is more than $20.2 trillion. Let’s put it this way: each American's share of the national debt is $62,000. From the retiree in Greensboro who has already done so much to serve the country to the newborn child in Burlington with so much potential, $62,000. In fact, it’s more than the median American family brings home in an entire year.


	""Is it not a moral injustice to leave this level of debt to the next generation? We’ve been making this argument in the House for years. Today, it’s time to make a difference.""


	Walker voted in favor of the legislation, which would balance the budget over 10 years and offers strong conservative reforms that put the government on path to fiscal responsibility. The budget also paves the way for tax reform by prompting the creation of a budget reconciliation package that can serve as a legislative vehicle for changes in the tax code.

Just before the vote, the House voted on the ""Securing America’s Future Economy"" Fiscal Year 2018 Budget of the Republican Study Committee (RSC), which Walker chairs.","October 5, 2017","Education and Opportunity","null"
"1528294950-357","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=24","Walker: The House Budget Reflects a Better Future and Vision for Empowering All Americans","https://walker.house.gov/media-center/press-releases/walker-house-budget-reflects-better-future-and-vision-empowering-all","Walker: The House Budget Reflects a Better Future and Vision for Empowering All Americans","WASHINGTON, DC â€“ U.S. Representative Mark Walker (NC-06) issued the following statement following House passage of FY 2016 Budget Resolution.","March 25, 2015","Spending Cuts and Debt","Click HERE for a side-by-side comparison of the House Republicansâ€™ Budget v. President Obamaâ€™s Budget. Click HERE for more information on H. Con. Res. 27, the House Budget Resolution."
"1528294856-295","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=20","Walker Stands Firm Against Spending Bill","https://walker.house.gov/media-center/press-releases/walker-stands-firm-against-spending-bill","Walker Stands Firm Against Spending Bill","WASHINGTON, DC â€“ U.S. Representative Mark Walker (NC-06) voted against a Senate version of a federal government spending bill today, citing multiple objections to the policies the bill continues, including Obamacare, President Obamaâ€™s de facto amnesty, and Planned Parenthoodâ€™s taxpayer funding.","September 30, 2015","Spending Cuts and Debt","null"
"1528294477-57","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=3","Walker and Sen. Scott HBCU Fly-In Recap: Advancing Opportunity and Entrepreneurship","https://walker.house.gov/media-center/press-releases/walker-and-sen-scott-hbcu-fly-recap-advancing-opportunity-and","Walker and Sen. Scott HBCU Fly-In Recap: Advancing Opportunity and Entrepreneurship","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) and Senator Tim Scott (R-S.C.) on Tuesday hosted the ""Second Annual HBCU Fly-in"" to provide HBCU leaders, job creators, and policymakers with the opportunity to discuss innovative avenues for promoting educational achievement, bolstering cross-sector partnerships, and meeting the ever-shifting demands of the American workforce. The discussions included a bipartisan group of lawmakers, 70 Presidents and Chancellors of Historically Black Colleges and Universities (HBCUs), and private sector leaders from Walmart, John Deere, Bank of America, Starbucks, McDonald's, Google, and Koch Industries. The daylong conference also featured a keynote address from Benjamin Watson, NFL player for the Baltimore Ravens and recent Bart Starr award winner.

""At a time when our nation has record high small business confidence and rising rates of young entrepreneurship, it is essential that we engage in a dynamic dialogue about how to prepare our next generation of leaders for the new American economy,"" Walker said. ""By building bridges across communities and business sectors, and by forging relationships between private and public organizations, I believe we can work together for the betterment of our students. The 2018 HBCU Fly-In served as the nucleus for these and other important conversations. Senator Scott and I were humbled and excited at the participation and engagement.""

As reported by Inside Higher Ed:

""HBCU leaders this week got a chance to reacquaint members of Congress and administration officials with their priorities at the Hill event organized by Senator Tim Scott, a South Carolina Republican, and Representative Mark Walker, a North Carolina Republican.""


	...


	""But Republican lawmakers and HBCU leaders argue year-round Pell Grants wouldn’t have been restored by Congress last year without those meetings. And Harry L. Williams, president and CEO of the Thurgood Marshall College Fund, cites the relationships historically black colleges are building in Washington as much as any concrete policy developments.""


	...


	""At the event, Walker cited personal reasons for caring about the success of black colleges -- his wife attended one. His district also includes North Carolina A&T University, the nation's largest HBCU. Scott said he began organizing the meetings last year to address untapped potential in minority communities. Working with Republicans in Congress is also less toxic for college presidents than working with this White House.


	""The payoffs of working with Republicans at the federal level already are apparent, Williams said. Chief among those is restoration of year-round Pell, the top priority pushed by college presidents at last year’s event.


	""That was also a policy goal shared by a wide range of higher ed advocacy groups, particularly those that represent two-year colleges. But Williams said the change wouldn’t have come about were it not for relationships cultivated with Republicans like Walker and Scott.""


	Watch reaction to the HBCU Fly-In from Phyllis Worthy Dawkins, President of Bennett College in Greensboro North Carolina and Lodriguez Murray, Vice President, Public Policy and Government Affairs for United Negro College Fund (UNCF):","February 28, 2018","Education and Opportunity",""
